stkcd,year,industry_code,resilience_composite,size,leverage,roa,first_sanction_year
000875,2014,D44,0.599834151773057,23.7347564697266,0.775652647018433,0.0029918453656137,
000875,2016,D44,0.584012365727931,24.1269054412842,0.714042544364929,0.000898682978004217,
000875,2017,D44,0.421992199001313,24.2837715148926,0.75919771194458,-0.00837507285177708,
000875,2019,D44,0.489622771994546,24.466667175293,0.747379899024963,0.00951503496617079,
000875,2020,D44,0.629101490024845,24.7502288818359,0.798588454723358,0.0142449531704187,
000875,2021,D44,0.60582985527018,24.9242496490479,0.78607040643692,0.0117649212479591,
000875,2022,D44,0.974896213453172,24.9932289123535,0.721214234828949,0.0165079403668642,
000875,2023,D44,0.761220051997218,25.0638370513916,0.742860734462738,0.0203665494918823,
000875,2024,D44,0.779955787703335,25.1416702270508,0.699870586395264,0.0203348882496357,
000876,2010,C13,0.537012740941,22.9999847412109,0.463665097951889,0.18884129047393747,
000876,2011,C13,0.0712528814907225,23.8000946044922,0.429759383201599,0.154193967580795,
000876,2012,C13,0.43757371216905,23.9300212860107,0.413441389799118,0.0888297706842422,
000876,2013,C13,0.406424841454263,24.1088447570801,0.432343006134033,0.0843556895852089,
000876,2014,C13,0.77858366259851,24.2318572998047,0.344664365053177,0.0782431215047836,
000876,2015,C13,0.591313357282295,24.284797668457,0.314649432897568,0.084040567278862,
000876,2016,C13,0.593333915701194,24.3445358276367,0.316596239805222,0.0837885588407516,
000876,2017,C13,0.555573211983258,24.4716320037842,0.382009625434875,0.0690717846155167,
000876,2018,C13,0.644130620074723,24.5932941436768,0.429837584495544,0.0567707195878029,
000876,2019,C13,0.654956001278548,24.8855438232422,0.49157503247261,0.0962438583374023,
000876,2020,C13,0.490310223007045,25.4186744689941,0.530616521835327,0.0534310340881348,
000876,2021,C13,0.609883762010891,25.6116142272949,0.649829208850861,-0.0715923979878426,
000876,2022,C13,0.482143063768776,25.6408996582031,0.680161118507385,-0.0138955591246486,
000876,2023,C13,0.0691357591628195,25.5878009796143,0.722782135009766,-0.00737149827182293,
000876,2024,C13,0.965326774054502,25.4932174682617,0.69006609916687,0.00170991709455848,
000877,2010,C30,0.143001722715684,23.0612373352051,0.58735853433609,0.0651891678571701,
000877,2013,C30,0.0734842629156695,23.7833290100098,0.628497719764709,0.0178913921117783,
000877,2015,C30,0.0818963702143332,23.7451705932617,0.637895107269287,-0.0326220542192459,
000877,2017,C30,0.801750003783732,23.6392192840576,0.552348613739014,0.015246007591486,
000877,2019,C30,0.179001935972499,23.4496955871582,0.336431622505188,0.119711488485336,
000877,2020,C30,0.929776224747524,23.4301910400391,0.244517341256142,0.114662528038025,
000877,2021,C30,0.13467200514759,26.331374588012704,0.679646611213684,0.0523477457463741,
000877,2022,C30,0.975908283249048,26.331374588012704,0.663125157356262,0.0175673011690378,
000877,2023,C30,0.936442993977479,26.331374588012704,0.65885865688324,0.00682046404108405,
000877,2024,C30,0.959160429711019,26.331374588012704,0.654710352420807,-0.00225837738253176,
000878,2010,C32,0.532528383374315,24.1960430145264,0.836132168769836,0.0179432015866041,
000878,2011,C32,0.533429726628582,24.1430206298828,0.733561158180237,0.027378661558032,
000878,2012,C32,0.432020153384972,24.1817493438721,0.74302738904953,0.00412780046463013,
000878,2013,C32,0.245059865530749,24.0037956237793,0.748261690139771,-0.0534069947898388,
000878,2014,C32,0.605705477017904,23.9369602203369,0.726196765899658,0.00519509613513947,
000878,2015,C32,0.255880897753319,23.872106552124,0.729198038578033,0.00275670574046671,
000878,2016,C32,0.592983160544008,23.8608245849609,0.712886691093445,0.00756783271208405,
000878,2017,C32,0.429065446381678,24.013708114624,0.718903362751007,0.0140430433675647,
000878,2018,C32,0.644438058492365,24.3413066864014,0.701901018619537,0.0107809687033296,
000878,2019,C32,0.501644240920609,24.4695625305176,0.713752031326294,0.0230091996490955,
000878,2020,C32,0.34682544122954,24.4080791473389,0.704395473003387,0.0204170253127813,
000878,2021,C32,0.140890455242479,24.3899974822998,0.660933017730713,0.0331184305250645,
000878,2022,C32,0.9763709127563678,24.4121837615967,0.598706245422363,0.0664040967822075,
000878,2023,C32,0.944987529954957,24.3965339660645,0.56434428691864,0.0585407875478268,
000878,2024,C32,0.969447198649754,24.4973297119141,0.576569139957428,0.0440041497349739,
000880,2011,C34,0.0729823747346262,21.7469787597656,0.598624050617218,0.071515217423439,
000880,2012,C34,0.101735457890871,21.7458457946777,0.575590133666992,0.0265498049557209,
000880,2013,C34,0.0877202283476366,21.7876586914063,0.583945333957672,0.0135382181033492,
000880,2014,C34,0.0866053332953777,21.9854621887207,0.643916010856628,0.0131996832787991,
000880,2015,C34,0.0838804157354648,21.9609489440918,0.625896334648132,0.00896959286183119,
000880,2017,C34,0.802539122467064,22.0087261199951,0.630786597728729,0.00649339333176613,
000880,2018,C34,0.15359182828121,22.0808944702148,0.646902740001678,0.0106974504888058,
000880,2019,C34,0.967163899327206,22.1712608337402,0.657076597213745,0.0196671560406685,
000880,2020,C34,0.929766455113567,22.2157878875732,0.647957682609558,0.0246579051017761,
000880,2021,C34,0.922558852256123,22.2710990905762,0.640329480171204,0.0290948487818241,
000880,2022,C34,0.9763709127563678,22.3511333465576,0.641921401023865,0.0276367645710707,
